text_id,align_idx,level,mean_TF,median_TF,mean_nonzero_TF,n_subjects,n_rows
1_6_2,173,Adv,328.59339353612165,226.0,447.91739552964043,114,4208
1_6_2,173,Ele,289.21698615548456,203.0,405.6381628080657,114,3756
1_6_2,174,Adv,335.3045112781955,247.0,445.955,114,798
1_6_2,174,Ele,239.25636523266022,192.0,334.7825552825553,114,1139
1_6_2,175,Adv,203.49235993208828,150.0,341.47293447293447,114,3534
1_6_2,175,Ele,209.75941126521369,154.0,341.8265682656827,114,3533
1_6_2,176,Adv,185.39736842105262,149.0,287.94686648501363,114,1140
1_6_2,176,Ele,203.1342105263158,157.5,329.87606837606836,114,1140
1_6_3,177,Adv,296.75013319126265,193.0,431.1145510835913,114,3754
1_6_3,177,Ele,283.8070843091335,199.0,408.54825115887064,114,3416
1_6_3,178,Adv,252.50457038391224,178.0,381.3362782992822,114,2735
1_6_3,178,Ele,257.10004387889427,192.0,368.7419760855884,114,2279
1_6_3,179,Adv,307.7201230228471,218.5,413.9308510638298,114,2276
1_6_3,179,Ele,298.2158273381295,206.0,407.94751230180424,114,2502
1_6_3,180,Adv,374.5495978552279,247.0,491.92605633802816,114,2611
1_6_3,180,Ele,282.7296181630547,214.0,388.0524079320113,114,1938
1_6_4,181,Adv,254.26604498080087,186.0,362.41360437842064,114,1823
1_6_4,181,Ele,229.3769553605494,169.0,363.7005444646098,114,2621
1_6_4,182,Adv,239.9297658862876,173.0,363.6958174904943,114,2392
1_6_4,182,Ele,234.66415725637808,173.0,361.2891178364456,114,2391
1_6_4,183,Adv,254.48314087759815,173.0,385.2839160839161,114,2165
1_6_4,183,Ele,229.57032057911064,161.0,364.52298850574715,114,1934
1_6_4,184,Adv,219.57054415118932,158.0,352.254051228437,114,3069
1_6_4,184,Ele,255.98521256931608,185.0,376.5819170632223,114,2164
1_6_4,185,Adv,248.47691720717285,183.0,372.1474285714286,114,2621
1_6_4,185,Ele,213.10676416819013,166.0,335.9348703170029,114,2735
1_7_1,186,Adv,217.99151550614394,164.0,346.87849162011173,114,3418
1_7_1,186,Ele,240.40817015530047,177.5,364.0536809815951,114,2962
1_7_1,187,Adv,230.0839426732963,178.0,351.9718120805369,114,3419
1_7_1,187,Ele,230.01559454191033,183.0,346.28906823184155,114,2052
1_7_1,188,Adv,189.16121384542438,152.0,310.2185069984448,114,4218
1_7_1,188,Ele,174.10115131578948,152.5,276.74117647058824,114,3648
1_7_1,189,Adv,189.3444136657433,153.5,306.5171898355755,114,2166
1_7_1,189,Ele,191.6682615629984,164.0,301.00438321853477,114,2508
1_7_1,190,Adv,234.353216374269,183.0,352.45734388742306,114,1710
1_7_1,190,Ele,224.1858552631579,179.5,322.99763033175356,114,1824
1_7_1,191,Adv,164.01127819548873,151.0,276.70401691331926,114,798
1_7_1,191,Ele,174.01127819548873,139.0,294.1970338983051,114,798
1_7_1,192,Adv,147.7175438596491,98.5,274.71125611745515,114,1140
1_7_1,192,Ele,159.57894736842104,138.0,284.25,114,1140
1_7_1,193,Adv,214.0438596491228,180.0,307.8990536277602,114,456
1_7_1,193,Ele,257.1842105263158,194.0,343.58203125,114,342
1_7_2,194,Adv,231.38861013547415,172.0,353.6483895705521,114,3986
1_7_2,194,Ele,228.17222092752272,163.0,359.95845588235295,113,4291
1_7_2,195,Adv,202.14307516215186,160.0,319.93780193236717,114,2621
1_7_2,195,Ele,240.18193891102257,178.0,362.923745819398,113,2259
1_7_2,196,Adv,249.47188820279493,197.0,352.60679834634817,114,3077
